school,gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Salc,subject,G3_d
GP,F,18,U,GT3,T,5th to 9th grade,secondary education,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,Medium,0,11,12,14,Very Low,port,B
GP,F,18,U,GT3,T,secondary education,5th to 9th grade,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,Very High,High,Medium,Low,Medium,Very Low,4,14,16,17,Medium Low,port,A
GP,M,18,R,GT3,T,higher education,secondary education,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,Very High,Medium,Low,Very Low,Low,High,4,15,14,17,Very Low,port,A
GP,M,18,U,GT3,T,higher education,secondary education,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,Very High,High,Very High,Low,Medium,Very High,0,14,13,14,Medium Low,port,B
GP,F,17,U,GT3,T,higher education,secondary education,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,High,High,Medium,Very Low,Medium,High,0,11,12,13,Low,port,C
GP,F,17,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,High,Low,Low,Very Low,10,12,15,15,Low,port,B
GP,F,17,U,GT3,T,5th to 9th grade,primary education (4th grade),services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,Very High,Low,High,High,4,12,16,16,Medium,port,A
GP,F,19,U,LE3,A,5th to 9th grade,secondary education,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,Low,Low,Medium,Medium,High,Very High,16,10,11,11,Medium High,port,D
GP,F,17,U,GT3,T,secondary education,primary education (4th grade),other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,High,Very Low,Low,Very Low,Very Low,Medium,6,10,13,13,Extremely Low,port,C
GP,F,21,U,LE3,T,higher education,higher education,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,Medium,Medium,Low,Very Low,Very Low,Very High,0,9,12,12,Extremely Low,port,C
GP,M,18,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,High,High,High,Very Low,Medium,Medium,11,9,11,12,Low,port,C
GP,M,18,U,LE3,A,secondary education,higher education,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,High,Medium,Very High,Very Low,High,Low,9,13,14,15,Medium Low,port,B
GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,High,Very Low,Medium,High,0,13,17,17,Low,port,A
GP,M,17,U,LE3,A,higher education,higher education,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,High,Low,Very Low,Low,High,2,12,15,15,Very Low,port,B
GP,F,18,U,LE3,T,higher education,5th to 9th grade,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,High,Low,Low,Very Low,Very Low,Medium,0,14,17,17,Extremely Low,port,A
GP,M,21,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,Very High,Medium,Medium,Very High,Low,High,21,9,10,10,Medium High,port,D
GP,F,20,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,Medium,Low,Low,Very Low,Medium,Medium,8,11,15,15,Low,port,B
GP,F,19,U,GT3,T,higher education,higher education,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,Medium,Low,Very High,High,High,Very High,5,9,10,11,High,port,D
GP,M,17,U,LE3,A,secondary education,5th to 9th grade,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,High,High,High,Very Low,Low,Very High,10,16,18,18,Very Low,port,A
GP,F,18,U,GT3,T,secondary education,5th to 9th grade,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,High,Medium,High,Very Low,Low,Low,5,14,17,17,Very Low,port,A
GP,M,18,R,GT3,T,5th to 9th grade,secondary education,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,Medium,Very Low,Medium,High,Very High,High,13,13,14,14,Very High,port,B
GP,M,19,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,Very High,Medium,High,Very Low,High,High,10,7,11,11,Medium Low,port,D
GP,F,18,U,LE3,A,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,High,Very Low,High,Very Low,Medium,High,10,14,17,17,Low,port,A
GP,F,20,U,GT3,T,primary education (4th grade),none,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,Very High,Medium,Very Low,Very Low,Very Low,Very High,5,8,10,10,Extremely Low,port,D
GP,F,18,U,GT3,T,secondary education,5th to 9th grade,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,Medium,Very Low,Low,Very Low,Low,Very Low,4,10,13,13,Very Low,port,C
MS,F,16,U,GT3,T,primary education (4th grade),secondary education,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,High,Medium,Medium,Very Low,Medium,Very High,11,10,11,11,Low,port,D
MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,High,High,High,Very Low,Very Low,Very High,0,12,12,12,Extremely Low,port,C
MS,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,High,Very Low,Medium,Very Low,Very Low,Low,6,10,10,10,Extremely Low,port,D
MS,F,15,R,GT3,T,secondary education,secondary education,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,Very High,High,High,Low,Medium,Very High,4,10,10,11,Medium Low,port,D
MS,F,16,R,GT3,T,5th to 9th grade,secondary education,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,High,Very High,Low,Very Low,Low,Very High,0,16,17,17,Very Low,port,A
MS,F,15,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,Very Low,Medium,High,Very Low,Very Low,Very Low,0,6,8,9,Extremely Low,port,F
MS,M,16,R,LE3,A,higher education,higher education,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,Very High,Medium,Low,Very Low,Medium,Low,5,10,11,11,Low,port,D
MS,M,16,U,GT3,A,primary education (4th grade),5th to 9th grade,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Very Low,Very High,0,10,11,11,Extremely Low,port,D
MS,F,17,R,GT3,T,secondary education,5th to 9th grade,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,High,Very High,High,Very Low,Low,Very High,0,10,10,10,Very Low,port,D
MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,Very High,High,High,Low,Low,Very High,0,6,6,7,Low,port,F
MS,F,15,R,GT3,T,higher education,higher education,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,Very Low,Very High,Very Low,Medium,Very High,Very High,0,13,14,14,High,port,B
MS,F,16,U,LE3,A,5th to 9th grade,5th to 9th grade,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,Very Low,Low,Very Low,Very Low,Very Low,Very Low,4,10,9,11,Extremely Low,port,D
MS,F,15,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,Very High,High,Medium,Very Low,Low,High,0,10,10,10,Very Low,port,D
MS,F,15,R,LE3,T,primary education (4th grade),primary education (4th grade),other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,High,High,Medium,Very Low,Low,Low,4,6,7,8,Very Low,port,F
MS,F,16,R,GT3,T,none,5th to 9th grade,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,Medium,Low,Medium,Very Low,Low,Low,0,12,11,12,Very Low,port,C
MS,F,17,R,GT3,T,5th to 9th grade,secondary education,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,Very High,Very High,Very High,Very Low,Medium,Medium,2,10,11,12,Low,port,C
MS,F,15,R,GT3,T,secondary education,secondary education,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,High,Very Low,Medium,Very Low,Very Low,High,0,14,16,16,Extremely Low,port,A
MS,M,16,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,Very High,High,Very High,High,Very High,Medium,0,7,0,0,Very High,port,F
MS,M,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,High,High,Medium,Low,High,Very High,4,8,9,9,Medium,port,F
MS,M,15,R,LE3,T,higher education,primary education (4th grade),health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,High,Very Low,Low,Low,0,12,13,14,Very Low,port,B
MS,M,15,R,LE3,T,higher education,primary education (4th grade),health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,High,Very Low,Low,Low,7,7,9,8,Very Low,port,F
MS,M,16,R,GT3,T,secondary education,higher education,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,Medium,High,Very High,Very Low,Low,Very High,4,9,10,11,Very Low,port,D
MS,M,15,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,Very High,High,Very High,Low,High,High,8,7,9,9,Medium,port,F
MS,M,15,U,LE3,T,secondary education,secondary education,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,Medium,Very Low,Very Low,Very High,0,11,11,11,Extremely Low,port,D
MS,M,17,R,GT3,T,5th to 9th grade,primary education (4th grade),other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,Very High,Very High,Very High,Very High,Very High,Medium,8,8,10,9,Extremely High,port,F
MS,F,16,R,GT3,T,higher education,higher education,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,High,Low,Low,Very Low,Very Low,High,6,16,16,17,Extremely Low,port,A
MS,F,15,R,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,Very High,Very Low,Low,Very Low,Very Low,Very Low,3,11,13,13,Extremely Low,port,C
MS,F,16,R,GT3,T,5th to 9th grade,secondary education,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,High,Very High,High,Very Low,Low,Very Low,2,15,15,15,Very Low,port,B
MS,M,16,R,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,High,Medium,Medium,Very Low,Very Low,Very High,0,10,11,11,Extremely Low,port,D
MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,High,High,Very High,Very Low,Very Low,High,4,9,10,11,Extremely Low,port,D
MS,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,Very Low,Medium,Low,Very Low,Low,High,0,10,8,8,Very Low,port,F
MS,F,16,U,GT3,T,primary education (4th grade),5th to 9th grade,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,Very Low,Medium,Low,Very Low,Low,High,3,9,8,8,Very Low,port,F
MS,F,15,U,GT3,T,5th to 9th grade,primary education (4th grade),at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,High,High,Low,Medium,Medium,Low,0,9,10,9,Medium,port,F
MS,F,16,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,Very High,High,Medium,Low,Very Low,Low,0,13,14,15,Very Low,port,B
MS,M,17,R,LE3,T,primary education (4th grade),5th to 9th grade,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,Very High,Very High,Very High,Very High,Very High,Medium,4,10,11,11,Extremely High,port,D
MS,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,High,Medium,Low,Very Low,Very Low,Very Low,0,13,10,13,Extremely Low,port,C
MS,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,High,High,Medium,Very Low,Very Low,Very High,2,10,9,10,Extremely Low,port,D
MS,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Low,1,11,10,11,Extremely Low,port,D
MS,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,High,Low,Low,High,Medium,Low,0,13,12,14,Medium High,port,B
MS,F,15,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,High,Low,Very Low,Very Low,Low,Low,0,13,14,14,Very Low,port,B
MS,F,15,R,LE3,T,5th to 9th grade,5th to 9th grade,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,High,High,Medium,Low,Low,Very High,2,14,11,12,Low,port,C
MS,M,16,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,Medium,High,High,Medium,High,Very High,6,11,11,11,Medium High,port,D
MS,F,18,U,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,Medium,High,High,Low,Medium,Very High,9,9,8,8,Medium Low,port,F
MS,M,15,U,GT3,T,secondary education,primary education (4th grade),other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,Medium,Low,Medium,Very Low,Medium,High,0,10,9,11,Low,port,D
MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,High,Very Low,Very Low,Low,1,14,13,14,Extremely Low,port,B
MS,M,15,U,GT3,T,5th to 9th grade,5th to 9th grade,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,High,Medium,Medium,Very Low,Low,High,1,13,12,13,Very Low,port,C
MS,M,16,U,GT3,T,higher education,higher education,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,High,Medium,Very Low,Very Low,Very Low,Medium,0,13,12,13,Extremely Low,port,C
MS,F,15,R,GT3,T,secondary education,secondary education,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,High,Very High,High,Very Low,Very Low,Very Low,4,13,12,12,Extremely Low,port,C
MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,High,High,High,Low,Medium,Very High,2,12,11,12,Medium Low,port,C
MS,F,16,R,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,High,Medium,Low,Very Low,Very Low,High,0,14,14,16,Extremely Low,port,A
MS,M,16,U,LE3,T,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,Low,High,Medium,Low,Medium,High,4,10,8,10,Medium Low,port,D
MS,M,15,R,LE3,T,primary education (4th grade),secondary education,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,High,Low,High,Medium,Very High,Medium,2,10,11,11,High,port,D
MS,F,15,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,Very High,Medium,Low,Very Low,Very Low,High,0,12,13,14,Extremely Low,port,B
MS,F,16,R,LE3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,Very High,High,Medium,Very Low,Very Low,Very High,2,10,8,8,Extremely Low,port,F
MS,M,15,U,GT3,T,secondary education,secondary education,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,High,Medium,Medium,Low,High,Medium,11,12,10,11,Medium,port,D
MS,F,16,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,Medium,High,Medium,Very Low,Very Low,Very Low,0,7,7,8,Extremely Low,port,F
MS,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,High,Very High,Medium,Very Low,Very Low,Very High,4,9,9,10,Extremely Low,port,D
MS,F,19,U,GT3,T,5th to 9th grade,secondary education,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,High,High,High,Very Low,Very Low,Low,0,9,9,10,Extremely Low,port,D
MS,F,17,R,GT3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,Very High,Very High,Medium,Very Low,Very Low,Medium,2,9,10,11,Extremely Low,port,D
MS,F,15,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,Very High,Low,Very Low,Very Low,Medium,High,0,9,10,9,Low,port,F
MS,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,3,2,0,no,yes,no,no,yes,no,yes,no,Medium,High,Very High,Very Low,Low,Very Low,1,9,10,11,Very Low,port,D
MS,F,16,U,LE3,A,5th to 9th grade,5th to 9th grade,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,High,Medium,High,Very Low,Low,Very Low,6,7,7,8,Very Low,port,F
MS,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Very High,Very Low,Low,High,0,11,10,11,Very Low,port,D
MS,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,High,High,Medium,Very Low,High,Medium,1,9,10,10,Medium Low,port,D
MS,F,18,R,LE3,A,secondary education,5th to 9th grade,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,Medium,Medium,Low,Very Low,Very Low,Low,6,7,9,10,Extremely Low,port,D
MS,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,Very High,Medium,Very Low,Very Low,Very Low,Medium,6,7,9,9,Extremely Low,port,F
MS,M,18,R,GT3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,High,High,Medium,Medium,High,High,0,8,9,10,Medium High,port,D
MS,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,Medium,Low,Medium,Very Low,Very Low,Low,4,9,11,10,Extremely Low,port,D
MS,F,19,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,Very Low,Very Low,High,High,Very Low,Very Low,12,7,8,9,Medium Low,port,F
MS,F,16,R,GT3,A,5th to 9th grade,5th to 9th grade,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,Medium,Medium,Low,Very Low,Very Low,Medium,2,8,10,10,Extremely Low,port,D
MS,F,17,U,GT3,T,none,primary education (4th grade),other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,Low,High,High,Medium,Very High,Very High,5,9,9,10,High,port,D
MS,F,16,R,LE3,T,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,High,High,Very High,Very Low,Medium,Medium,0,8,9,9,Low,port,F
MS,F,16,U,GT3,T,secondary education,secondary education,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,High,Very High,High,Very Low,Very Low,High,0,14,13,13,Extremely Low,port,C
MS,F,16,R,LE3,T,primary education (4th grade),primary education (4th grade),services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,High,High,High,Low,Low,High,2,14,14,14,Low,port,B
MS,M,17,U,GT3,T,secondary education,secondary education,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,Very High,High,Very High,Medium,High,Very High,0,10,11,10,Medium High,port,D
MS,F,16,U,GT3,T,5th to 9th grade,primary education (4th grade),other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,Very High,Medium,Medium,Very Low,Very Low,Very Low,0,14,13,14,Extremely Low,port,B
MS,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,High,Low,Very High,Very Low,Low,Very High,0,17,16,16,Very Low,port,A
MS,M,17,U,GT3,T,primary education (4th grade),5th to 9th grade,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,Very High,Medium,Very High,Very High,Very High,Very Low,12,6,7,7,Extremely High,port,F
MS,M,16,U,LE3,T,higher education,secondary education,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,High,Low,Very High,Very Low,Very High,Very High,8,14,12,13,Medium,port,C
MS,M,17,R,LE3,T,5th to 9th grade,5th to 9th grade,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,Very Low,Medium,Very High,Medium,Very High,Medium,2,10,8,9,High,port,F
MS,F,16,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,Low,Low,Very Low,Very Low,Very Low,Very High,0,14,14,14,Extremely Low,port,B
MS,F,19,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,Very High,High,Very High,Very Low,Very Low,Very Low,0,12,13,13,Extremely Low,port,C
MS,F,17,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,High,High,Very High,Very Low,Low,Very High,0,11,11,11,Very Low,port,D
MS,F,20,U,GT3,T,secondary education,secondary education,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,Medium,Medium,High,Low,High,Medium,8,11,9,10,Medium,port,D
MS,F,17,U,LE3,T,primary education (4th grade),primary education (4th grade),other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,High,Medium,Medium,Very Low,Very Low,Medium,0,11,11,10,Extremely Low,port,D
MS,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,High,High,Very High,Very Low,Low,Very High,0,10,9,9,Very Low,port,F
MS,F,16,R,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,Very High,Medium,Low,Very Low,Very Low,Very Low,0,16,17,18,Extremely Low,port,A
MS,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,Very High,Medium,Low,Very Low,Very Low,Very Low,0,15,17,17,Extremely Low,port,A
MS,F,17,U,GT3,A,primary education (4th grade),none,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,High,High,Very High,Very Low,Very Low,High,1,11,9,10,Extremely Low,port,D
MS,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,High,Medium,Low,Very Low,Very Low,Very High,9,7,7,7,Extremely Low,port,F
MS,F,16,U,GT3,T,secondary education,primary education (4th grade),other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,Medium,Very Low,Medium,Very Low,Medium,Very Low,0,8,6,8,Low,port,F
MS,F,16,U,GT3,T,secondary education,5th to 9th grade,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,Medium,Very Low,Medium,Very Low,High,Medium,2,7,6,7,Medium Low,port,F
MS,F,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,Low,Medium,Very High,Very Low,High,Medium,8,9,8,10,Medium Low,port,D
MS,F,16,R,GT3,T,higher education,higher education,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,High,Medium,Medium,Low,Medium,Low,0,14,16,16,Medium Low,port,A
MS,F,16,R,LE3,T,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,Very High,High,Very High,Very Low,High,Low,0,14,14,15,Medium Low,port,B
MS,F,18,U,GT3,A,5th to 9th grade,higher education,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,Low,Medium,Low,Very Low,Medium,Very Low,8,8,5,8,Low,port,F
MS,M,16,R,GT3,T,5th to 9th grade,primary education (4th grade),other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,Very High,Low,Very Low,Very Low,Very Low,Low,0,8,7,0,Extremely Low,port,F
MS,F,16,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,High,Medium,Low,Very Low,Medium,Very High,6,6,8,8,Low,port,F
MS,F,16,R,GT3,T,5th to 9th grade,secondary education,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,Medium,Medium,Medium,Very Low,Very Low,Low,0,8,10,10,Extremely Low,port,D
MS,F,16,U,GT3,T,higher education,higher education,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,High,Medium,High,Very Low,Low,Medium,4,8,8,8,Very Low,port,F
MS,M,18,U,LE3,T,higher education,higher education,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,Very High,Very High,Very High,Very High,Very High,Very High,2,5,6,6,Extremely High,port,F
MS,F,16,R,LE3,T,secondary education,higher education,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,High,Low,Very Low,Very Low,Very Low,Low,2,7,9,8,Extremely Low,port,F
MS,M,17,U,LE3,T,higher education,higher education,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,High,High,Medium,Very Low,Low,Very High,0,15,14,16,Very Low,port,A
MS,F,17,R,GT3,T,higher education,primary education (4th grade),other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,High,Low,Medium,Very Low,Low,Very High,1,13,14,14,Very Low,port,B
MS,M,16,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,Very High,Very Low,Medium,Low,Low,Medium,0,10,9,10,Low,port,D
MS,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,Very High,Very Low,Medium,Very Low,Low,Very High,5,9,9,9,Very Low,port,F
